oem,hr,fk,offset
VK88070101,HR I14L20002,4613,2792835
VK88070101/REV.1G,HR I14L20002,54278,2792879
VK88070101/REV.1H,HR I14L20002,54534,2792930
VK8807010106/REV.1H,HR I14L20002,15111,2792981
VK88070102,HR I14L20005,5637,2793034
VK88070102/REV.1H,HR I14L20005,55558,2793078
VK88070108,HR I14L20005,7173,2793129
VK88070702,HR I12L20014,6661,2793173
VK88070702/REV.3E,HR I12L20014,56326,2793217
VK8807070206/REV.3E,HR I12L20014,16903,2793268
VK88070703,HR I12L20013,6661,2793321
VK88070703/REV.2A,HR I12L20013,55046,2793365
VK8807070306/R.2A,HR I12L20013,41478,2793416
VK88070901/REV.1A,HR I12L20015,55302,2796612
VK8807090101/REV.1A,HR I12L20015,14599,2796663
VK8807090105/REV.1A,HR I12L20015,15623,2796716
VK88070S02,HR I12L20011,13061,2792502
VK88070T02,HR I12L20010,13061,2792546
VK88070T03,HR I12L20009,15365,2792590
VK88144T04,HR I16L30011,15621,2796769
VK89144001,HR I16L30030,6149,2798384
VK89144001/REV.2D,HR I16L30030,55302,2798428
VK8914400103/R.2D,HR I16L30030,40966,2798479
VK89144101(12V),HR I16L30030,8966,2798530
VK89144101(24VDC),HR I16L30002,44038,2800705
VK89144102,HR I16L30002,6405,2800756
VK89144102/REV.2G1,HR I16L30002,3335,2800800
VK89144102/REV.2H1,HR I16L30002,3591,2800852
VK89144102/RV.2H1,HR I16L30002,51462,2800904
VK8914410204/RV.2H1,HR I16L30002,11527,2800955
VK8914410205/RV.2H1,HR I16L30002,11783,2801008
VK8914410206/RE.2G1,HR I16L30002,7431,2801061
VK8914410206/RV.2G1,HR I16L30002,11783,2801114
VK8914410206/RV.2H1,HR I16L30002,12039,2801167
VK8914410207/REV2H1,HR I16L30002,18183,2801220
VK8914410207/RV.2G1,HR I16L30002,12039,2801273
VK8914410207/RV.2H1,HR I16L30002,12295,2801326
VK89144103,HR I16L30018,8453,2801379
VK89144103/REV.2G,HR I16L30018,58374,2801423
VK89144103/REV.2H,HR I16L30018,58630,2801474
VK8914410304/REV.2G,HR I16L30018,18439,2801525
VK8914410304/RV..2G,HR I16L30018,12551,2801578
VK89144108,HR I16L30018,9733,2803761
VK89144108/REV.3G,HR I16L30018,59910,2803805
VK89144301,HR I16L20005,7173,2803856
VK89144301/REV.1A,HR I16L20005,55302,2803900
VK89144301/REV.1B,HR I16L20005,55558,2803951
VK89144301/REV.1C,HR I16L20005,55814,2804002
VK8914430104/REV.1A,HR I16L20005,15367,2804053
VK8914430104/REV.1B,HR I16L20005,15623,2804106
VK8914430104/REV.1C,HR I16L20005,15879,2804159
VK8914430105/REV.1A,HR I16L20005,15623,2804212
VK8914430105/REV.1B,HR I16L20005,15879,2804265
VK8914430105/REV.1C,HR I16L20005,16135,2804318
VK89144303,HR I16L20005,7685,2804371
VK89144303/REV.1A,HR I16L20005,55814,2804415
VK89144303/REV.1B,HR I16L20005,56070,2804466
VK89144303/REV.2H,HR I16L20005,57862,2804517
VK89144401,HR I16L30028,8965,2804568
VK89144401/REV.1A,HR I16L30028,57094,2804612
VK89144401/REV.1B,HR I16L30028,57350,2804663
VK89144601/REV.1A,HR I16L30027,57350,2806842
VK89144601/REV.1B,HR I16L30027,57606,2806893
VK89144601/REV.1C,HR I16L30027,57862,2806944
VK89144601/REV.1D,HR I16L30027,58118,2806995
VK89144601/REV.1E,HR I16L30027,58374,2807046
VK89144602,HR I16L30026,9221,2807097
VK89144602/REV.1A,HR I16L30026,57350,2807141
VK89144603,HR I16L30025,9221,2807192
VK89144603/REV.1A,HR I16L30025,57350,2807236
VK8914460304/R.1A,HR I16L30025,43270,2807287
VK8914460304/REV.1A,HR I16L30025,17415,2807338
VK89144701/REV.1A,HR I16L20005,56326,2807391
VK89144804,HR I16L30024,9733,2807442
VK89144804/REV.1F,HR I16L30024,59142,2807486
VK89144804/REV.2F,HR I16L30024,59398,2807537
VK89144C0104/REV.1G,HR I16L30023,21255,2796813
VK89144C02,HR I16L30003,11269,2796866
VK89144C02/REV.1A,HR I16L30003,59398,2796910
VK89144C0205/REV.1A,HR I16L30003,19719,2796961
VK89144C03,HR I16L30023,12037,2797014
VK89144C03/REV.1B,HR I16L30023,60422,2797058
VK89144C0305/REV.1B,HR I16L30023,20743,2797109
VK89144C06,HR I16L30023,12805,2797162
VK89144C06/REV.1A,HR I16L30023,60934,2797206
VK89144C3/REV.1B,HR I16L30023,48134,2797257
VK89144E01,HR I16L20006,12037,2797307
VK89144H02,HR I16L30007,13573,2797351
VK89144H02/REV.1A,HR I16L30007,61702,2797395
VK89144H02/REV.1B,HR I16L30007,61958,2797446
VK89144H0205/REV.1A,HR I16L30007,22023,2797497
VK89144H03,HR I16L30017,14085,2797632
VK89144H03/REV.1B,HR I16L30017,62470,2797676
VK89144H0306/REV.1B,HR I16L30017,23047,2797727
VK89144H05,HR I16L30007,14341,2797780
VK89144H05/REV.1A,HR I16L30007,62470,2797824
VK89144H05/REV.1B,HR I16L30007,62726,2797875
VK89144H0506/REV.1A,HR I16L30007,23047,2797926
VK89144J01,HR I16L30016,13829,2797979
VK89144J02,HR I16L30015,13829,2798023
VK89144J03,HR I16L30008,14597,2798067
VK89144J0306/REV.1A,HR I16L30008,23303,2798111
VK89144J06,HR I16L30008,15365,2798164
VK89144J08,HR I16L30014,15109,2798208
VK89144J09,HR I16L30013,15109,2798252
VK89144T01,HR I16L30012,15365,2798296
VK89144T04,HR I16L30011,15877,2798340
VK89211001,HR I16L30010,4357,2807588
VK89211001/REV.02,HR I16L30010,48390,2807632
VK89211001/VER.02,HR I16L30010,48390,2807683
VK8A183001,HR I28L40001,9477,2787740
VK8A183001M1,HR I28L40001,41733,2787784
VK8A183011,HR I28L40001,9733,2787830
VK8A183011M2,HR I28L40001,42245,2787874
VK8A183021,HR I28L40001,9989,2787920
VK8A183021S1,HR I28L40001,43781,2787964
VK8A183031,HR I28L40001,10245,2788010
VK8A183031S2,HR I28L40001,44293,2788054
VK8A183041/REV.1D,HR I20L30009,59142,2788100
VK8A183041/REV.1E,HR I20L30009,59398,2788151
VK8A18304105/REV.1E,HR I20L30009,19719,2789407
VK8A183041M1,HR I20L30009,42501,2788202
VK8A183041M1/REV.1D,HR I20L30009,25863,2788248
VK8A183041M1/REV.1E,HR I20L30009,26119,2788301
VK8A183051/REV.1D,HR I20L30009,59398,2789460
VK8A183051/REV.1E,HR I20L30009,59654,2789511
VK8A18305105/REV.1E,HR I20L30009,19975,2789714
VK8A183051M2,HR I20L30009,43013,2789562
VK8A183051M2/REV.1D,HR I20L30009,26375,2789608
VK8A183051M2/REV.1E,HR I20L30009,26631,2789661
VK8A183061/REV.1D,HR I20L30009,59654,2789767
VK8A183061/REV.1E,HR I20L30009,59910,2789818
VK8A18306105/REV.1E,HR I20L30009,20231,2790021
VK8A183061S1,HR I20L30009,44549,2789869
VK8A183061S1/REV.1D,HR I20L30009,27911,2789915
VK8A183061S1/REV.1E,HR I20L30009,28167,2789968
VK8A183071/REV.1D,HR I20L30009,59910,2790074
VK8A183071/REV.1E,HR I20L30009,60166,2790125
VK8A18307105/REV.1E,HR I20L30009,20487,2790328
VK8A183071S2,HR I20L30009,45061,2790176
VK8A183071S2/REV.1D,HR I20L30009,28423,2790222
VK8A183071S2/REV.1E,HR I20L30009,28679,2790275
VK8A183F01,HR I20L30008,14597,2785040
VK8A183F01/REV.1A,HR I20L30008,62726,2785084
VK8A183F0105/REV.1A,HR I20L30008,23047,2785135
VK8A183F0106/REV.1A,HR I20L30008,23303,2785188
VK8A183I03,HR I16L30009,17413,2785241
VK8A183L01,HR I24L40003,16133,2787365
VK8A183L01/REV.1H,HR I24L40003,519,2787409
VK8A183M02,HR I20L30010,14853,2787460
VK8A183M02/REV.2A,HR I20L30010,63238,2787504
VK8A183M0206/REV.2A,HR I20L30010,23815,2787555
VK8A183P03,HR I20L40004,16901,2787608
VK8A183X01,HR I24L40002,18949,2787652
VK8A183Y01,HR I24L40001,18949,2787696
VS 20231546,HR PSL012,52228,2807734
VS 20237239,HR PSL012,53508,2807776
VS 20237242,HR PSL012,51972,2808869
VS 30002026,HR 8528,5892,2808911
VS 30002054,HR 8689,8196,2808951
VS 30002083,HR 9892,7940,2808991
VS 30002826,HR 8528,7940,2809031
VS 30016869,HR 8646,11268,2809071
VS 30017788,HR 80016,21508,2809111
VS 30018343,HR I04L10005,14341,2809152
VS 30021290,HR 80117,17668,2809197
VS 30029333,HR I04L10013,14341,2809238
VS 30031727,HR I06L20014,15365,2809283
VS 30037623,HR I14L20003,14853,2809328
VS 30037627,HR I14L20002,15621,2809373
VS 30040076,HR I20L30007,14341,2809418
VS 30041725,HR I04L10005,14341,2809463
VS 30041927,HR I06L10001,14853,2809508
VS 30042651,HR I04L10013,13829,2809553
VS 30043172,HR I16L30022,14853,2809598
VS 30046587,HR I16L30021,17925,2809643
VS 30048242,HR I20L30006,14853,2809688
VS 30048243,HR I20L30006,15109,2809733
VS 30048244,HR I20L30006,15365,2809778
VS 30048245,HR I20L30007,15877,2810917
VS 30048246,HR I20L30007,16133,2810962
VS 30049455,HR I16L30040,17413,2811007
VS 30050076,HR I20L30007,14597,2811052
VS 30050077,HR I20L30007,14853,2811097
VS 30054771,HR I16L30039,18693,2811142
VS20231546,HR PSL012,44036,2811187
VS20237239,HR PSL012,45316,2811228
VS20237242,HR PSL012,43780,2811269
VS30002026,HR 8528,63235,2811310
VS30002054,HR 8689,4,2811349
VS30002083,HR 9892,65283,2811388
VS30002826,HR 8528,65283,2811427
VS30016869,HR 8646,3076,2811466
VS30017788,HR 80016,13316,2811505
VS30018343,HR I04L10005,6149,2811545
VS30021290,HR 80117,9476,2811589
VS30029333,HR I04L10013,6149,2811629
VS30031727,HR I06L20014,7173,2811673
VS30037623,HR I14L20003,6661,2811717
VS30037627,HR I14L20002,7429,2811761
VS30040076,HR I20L30007,6149,2811805
VS30041927,HR I06L10001,6661,2811849
VS30043172,HR I16L30022,6661,2815038
VS30046587,HR I16L30021,9733,2815082
VS30048242,HR I20L30006,6661,2815126
VS30048243,HR I20L30006,6917,2815170
VS30048244,HR I20L30006,7173,2815214
VS30048245,HR I20L30007,7685,2815258
VS30048246,HR I20L30007,7941,2815302
VS30049455,HR I16L30040,9221,2815346
VS30050076,HR I20L30007,6405,2815390
VS30050077,HR I20L30007,6661,2815434
VS30054771,HR I16L30039,10501,2815478
VT 341,HR 42027,38915,2815522
VT 5062625121,HR 46229,1541,2815559
VT 6411,HR 42026,51971,2815603
VT 647,HR 42101,39427,2815641
VT 648,HR 42025,40963,2815678
VT 821,HR 46044,40451,2815715
VT 841,HR 42049,41219,2815752
VT.88070.T02,HR I12L20010,38917,2815789
VT341,HR 42027,30723,2815835
VT5062625121,HR 46229,58884,2815871
VT6411,HR 42026,43779,2815914
VT647,HR 42101,31235,2815951
VT821,HR 46044,32259,2816052
VT841,HR 42049,33027,2816088
WA230,HR I12L20019,2820,2867811
WTR 56/00,HR 9611,53763,2867850
WTR 56/01,HR 9612,54275,2867888
WTR 56/05,HR 9668,58115,2867926
WTR 56/50,HR 9675,57603,2867964
WTR5600,HR 9611,33539,2868002
WTR5601,HR 9612,34051,2868038
WTR5605,HR 9668,37891,2868074
WTR5650,HR 9675,37379,2868110
X 40333841,HR 46202,18180,2868146
X 40347971,HR 8193,55811,2868187
X 40363091,HR 8580,53507,2870303
X 43720211,HR 8577,53507,2870342
X 45601581,HR 8579,56579,2870381
X 45601591,HR 8193,54787,2870420
X 51 LC 05110000,HR 7918,63236,2870459
X 60183 RSS 2,HR I04L10017,49157,2870504
X 60183 SS1,HR I04L10005,18949,2870551
X 60183 SS2,HR I04L10016,19717,2870596
X 60186 RSS 2,HR I04L10007,49669,2870641
X40333841,HR 46202,9988,2877794
X40347971,HR 8193,47619,2877834
X40363091,HR 8580,45315,2877872
X43720211,HR 8577,45315,2877910
X45601581,HR 8579,48387,2877948
X45601591,HR 8193,46595,2877986
X51LC05110000,HR 7918,38660,2878024
X60183 SS1,HR I04L10005,10757,2878066
X60183-RSS2,HR I04L10017,36101,2878110
X60183-SS1,HR I04L10005,14085,2878155
X60183SS1,HR I04L10005,2565,2878199
X60183SS2,HR I04L10016,3333,2878242
X60186RSS2,HR I04L10007,25093,2878285
XJ 023 A,HR 2273 T16S,40452,2870688
XJ023A,HR 2273 T16S,24068,2870730
XOF 91001 A,HR 42048,41476,2870770
XOF 91002 A,HR 42048,41732,2870812
XOF91001A,HR 42048,25092,2870854
XOF91002A,HR 42048,25348,2870894
XX15128-12C,HR 8551,16644,2870934
XX15128-12D,HR 8551,16900,2870974
XX15128-16C,HR 8682,18948,2871014
XX15128-16E,HR 8682,19460,2871054
XX1512812C,HR 8551,5124,2871094
XX1512812D,HR 8551,5380,2871133
XX1512816C,HR 8682,7428,2871172
XX1512816E,HR 8682,7940,2871211
XX15131-06C,HR 8201,13828,2871250
XX1513106C,HR 8201,2308,2872383
XX1513106G,HR 7333,4612,2872422
XX15166-72C,HR 7371,18436,2872461
XX15166-72D,HR 7371,18692,2872501
XX1516672C,HR 7371,6916,2872541
XX1516672D,HR 7371,7172,2872580
XX15188-06B,HR 7332,17668,2872619
XX15188-06C,HR 7332,17924,2872659
XX15188-100,HR 8673,14084,2872739
XX15188-10A,HR 8673,18436,2872699
XX15188-12B,HR 8456,18948,2872779
XX15188-12C,HR 8456,19204,2872819
XX1518806B,HR 7332,6148,2872859
XX1518806C,HR 7332,6404,2872898
XX15188100,HR 8673,2564,2872976
XX1518810A,HR 8673,6916,2872937
XX1518812B,HR 8456,7428,2873015
XX1518812C,HR 8456,7684,2873054
XX15298-85A,HR 7334,20228,2873093
XX1529885A,HR 7334,8708,2873133
XX15309-460,HR 7331,12548,2873172
XX15309460,HR 7331,1028,2873212
XX15361-18A,HR 8680,18180,2873251
XX15361-19A,HR 8675,19460,2873291
XX1536119A,HR 8675,7940,2875447
XX15367-220,HR 6337,13316,2875486
XX15367220,HR 6337,1796,2875526
XX15383-30B,HR 6707,17412,2875565
XX1538330B,HR 6707,5892,2875605
XX15419-02A,HR 8676,18692,2875644
XX15419-38B,HR 6421,17668,2875684
XX1541902A,HR 8676,7172,2875724
XX1541938B,HR 6421,6148,2875763
XX1544-45A,HR 8680,5380,2875802
XX15444-45A,HR 8680,18692,2875841
XX1544445A,HR 8680,7172,2875881
XX154445A,HR 8680,59395,2875920
XX15470-320,HR 6337,12292,2875958
XX15470320,HR 6337,772,2875998
XX15472-430,HR 6707,13572,2876117
XX15472-43A,HR 6707,17924,2876037
XX15472-43B,HR 6707,18180,2876077
XX15472430,HR 6707,2052,2876235
XX1547243A,HR 6707,6404,2876157
XX1547243B,HR 6707,6660,2876196
XX15590-590,HR 8676,17412,2876274
XX15590590,HR 8676,5892,2876314
XX15851-61A,HR 8934,19204,2876353
XX15851-63 D,HR 80295,40964,2877477
XX15851-63D,HR 80295,32772,2877519
XX1585161A,HR 8934,7684,2877560
XX1585163D,HR 80295,21252,2877599
XZ 5212/01,HRT 202,65027,2877639
XZ 5212/01 Z,HRT 202,30724,2877678
XZ521201,HRT 202,44803,2877719
XZ521201Z,HRT 202,2308,2877756
Y 2432871,HR 6491,41475,2878329
Y 2433481,HR 6544,40707,2878367
Y 2434141,HR 7518,39683,2878405
Y 260482,HR 6173,27139,2879525
Y 260561,HR 7151,25859,2879562
Y 260582,HR 7042,26371,2879599
Y 260761,HR 7538,28675,2879636
Y 260971,HR 8080,27651,2879673
Y 261072,HR 6336,26371,2879710
Y 261141,HR 6057,25603,2879747
Y 261273,HR 7453,27395,2879784
Y 261273 G,HR 7453,53763,2879821
Y 261372,HR 7829,29187,2879860
Y 261372 A,HR 7829,54019,2879897
Y 261373,HR 7829,29443,2879936
Y 261461,HR 8131,25603,2879973
Y 265271,HR 46206,59651,2880010
Y 265271 A,HR 46206,18948,2880049
Y 265274,HR 46162,60675,2880090
Y 265275,HR 46206,60675,2880129
Y 265275 A,HR 46206,19972,2880168
Y 265279,HR 46152,61699,2880209
Y 265279 D,HR 46152,21764,2880248
Y 265315,HR 46168,61187,2880289
Y 265315 B,HR 46168,20740,2880328
Y 265315 D,HR 46168,21252,2880369
Y 265382,HR 46162,60675,2880410
Y 265382 A,HR 46162,19972,2880449
Y 265387,HR 46206,61699,2882597
Y 265432,HR 46206,59395,2882636
Y 265432 B,HR 46206,18948,2882675
Y 265434,HR 46268,61955,2882716
Y 265451,HR 46179,61955,2882755
Y 265451 C,HR 46179,21764,2882794
Y 6450411625,HR 7330,12804,2882835
Y2431851,HR 7518,32771,2887448
Y2432871,HR 6491,33283,2887485
Y2433481,HR 6544,32515,2887522
Y2434141,HR 7518,31491,2887559
Y260482,HR 6173,18947,2887596
Y260561,HR 7151,17667,2887632
Y260761,HR 7538,20483,2890805
Y260971,HR 8080,19459,2890841
Y261072,HR 6336,18179,2890877
Y261141,HR 6057,17411,2890913
Y261273,HR 7453,19203,2890949
Y261273G,HR 7453,37379,2890985
Y261372,HR 7829,20995,2891022
Y261372 A,HR 7829,45827,2891058
Y261372A,HR 7829,37635,2891096
Y261373,HR 7829,21251,2891133
Y261461,HR 8131,17411,2891169
Y265271,HR 46206,51459,2891205
Y265271A,HR 46206,2564,2891243
Y265274,HR 46162,52483,2891282
Y265275,HR 46206,52483,2891320
Y265275A,HR 46206,3588,2891358
Y265279,HR 46152,53507,2891397
Y265279 D,HR 46152,13572,2891435
Y265279D,HR 46152,5380,2891475
Y265315,HR 46168,52995,2891514
Y265315 D,HR 46168,13060,2891552
Y265315B,HR 46168,4356,2891592
Y265315D,HR 46168,4868,2891631
Y265382,HR 46162,52483,2891670
Y265382 A,HR 46162,11780,2891708
Y265382A,HR 46162,3588,2891748
Y265387,HR 46206,53507,2892837
Y265432,HR 46206,51203,2892875
Y265432 B,HR 46206,10756,2892913
