oem,hr,fk,offset
ME/0330-22,HR 42016,19460,506234
ME/0330-23,HR 42033,19460,506275
ME/0330-24,HR 2279 T18,517,506316
ME/0330-26,HR 42043,20484,506360
ME/0330-27,HR 42035,20996,506401
ME/0330-28,HR 42044,21252,506442
ME/0330-29,HR 6388,12036,506483
ME/0330-30,HR 42036,19716,506523
ME/0330-31,HR 42010,17924,506564
ME/0330-32,HR 42005,19204,506605
ME/0330-33,HR 42026,20228,506646
ME/0330-34,HR 42008,20484,506687
ME/0330-35,HR 42025,20484,506728
ME/0330-37,HR 42045,21508,506769
ME/0330-38,HR 46030,21252,506810
ME/0330-46,HR 42046,21764,507941
ME/0330-47,HR 42037,22020,507982
ME/0330-48,HR 42060,21252,508023
ME/0330-49,HR 46015,22532,508064
ME/0330-50,HR 42028,20484,508105
ME/0330-51,HR 42004,19204,508146
ME/0330-52,HR 42061,20228,508187
ME/0330-53,HR 42040,19716,508228
ME/0330-54,HR 42002,19460,508269
ME/0330-55,HR 42020,19716,508310
ME/0330-56,HR 42014,20740,508351
ME/0330-57,HR 42012,20484,508392
ME/0330-58,HR 42013,20996,508433
ME/0330-64,HR 42047,22020,508474
ME/0330-66,HR 42065,22532,508515
ME/0330-67,HR 42018,22276,508556
ME/0330-68,HR 42066,23300,508597
ME/0330-69,HR 42067,23812,508638
ME/0330-70,HR 42068,22020,508679
ME/0334-00,HR 46013,19716,508720
ME/0334-01,HR 46031,19972,508761
ME/0334-02,HR 46016,20996,508802
ME/0334-03,HR 46012,20228,508843
ME/0334-04,HR 7246,9732,508884
ME/0334-06,HR 46063,22532,511041
ME/0334-07,HR 46034,22276,511082
ME/0334-08,HR 7776,12804,511123
ME/0334-09,HR 46021,21764,511163
ME/0334-10,HR 7506,8708,511204
ME/0334-11,HR 6489,11268,511244
ME/0334-13,HR 7533,9476,511284
ME/0334-16,HR 46011,20996,511324
ME/0334-17,HR 42024,21252,511365
ME/0334-18,HR 46064,23556,511406
ME/0334-21,HR 46014,20740,511447
ME/0334-23,HR 46035,22020,511488
ME/0334-25,HR 6367,11268,511529
ME/0334-28,HR 46018,23556,511569
ME/0334-29,HR 6020,8708,511610
ME/0334-30,HR 46019,22020,511650
ME/0334-31,HR 46036,22020,511691
ME/0334-32,HR 42019,21508,511732
ME/0334-33,HR 46044,22276,511773
ME/0334-34,HR 46045,22788,511814
ME/0334-35,HR 7255,10756,511855
ME/0334-40,HR 46046,22276,511895
ME/0334-41,HR 42039,22020,511936
ME/0334-42,HR 46005,21508,512037
ME/0334-43,HR 46020,20996,512078
ME/0334-47,HR 46002,22020,512119
ME/0334-48,HR 42057,23812,512160
ME/0334-55,HR 46006,22788,512201
ME/0334-56,HR 46027,23812,512242
ME/0334-59,HR 42030,22020,512283
ME/0334-60,HR 7246,10244,512324
ME/0334-62,HR 42058,23044,512364
ME/0334-66,HR 7215,10756,512405
ME/0334-69,HR 7221,10756,512445
ME/0334-70,HR 46047,23300,512485
ME/0517-00,HR 2274 T19RS,22277,512526
ME/0562-00,HR 320,39427,512571
ME/0562-01,HR 320,39683,512609
ME/0568-00,HR 2270 V1,32004,512647
ME/0573-00,HR 2275 R,18692,512689
ME/0573-01,HR 2275 R,18948,512730
ME/0574-00,HR 2270 V2,31492,512771
ME/0576-00,HR 2280 T3S,53252,512813
ME/0576-01,HR 2280 T3S,53508,512856
ME/0879-00,HR 2920,56579,512899
ME/0879-01,HR 2920,56835,512938
ME/0882-00,HR 0083 S,18436,512977
ME/0984-01,HR 2921,56323,515134
ME/0986-00,HR 0082 S,19460,515173
ME/1001-00,HR 634 RS,23556,515214
ME/1001-01,HR 634 RS,23812,515255
ME/1003-00,HR 631,38403,515296
ME/1003-01,HR 631,38659,515334
ME/1004-00,HR 634 RS,24324,515372
ME/1006-00,HR 631,39171,515413
ME/1013-00,HR 2269 T12S,64004,515451
ME/1014-00,HR 602,38403,515495
ME/1015-00,HR 2273 T16S,64260,515533
ME/1042-00,HR 2274 T22S,63748,515577
ME/1060-00,HR 046,39171,515621
ME/1065-00,HR 2268 TRSI,14341,515659
ME/1073-00,HR 2267-2,13060,515703
ME/1121-00,HR 2268 TRSI,12549,515744
ME/1123-00,HR 2266 R,16644,515788
ME/1123-01,HR 2266 R,16900,515829
ME/1128-00,HR 2274 T32S,65284,515870
ME/1152-00,HR 502,38915,515914
ME/1152-01,HR 502,39171,515952
ME/1161-00,HR 2265,53251,515990
ME/1161-01,HR 2265,53507,516029
ME/1178-00,HR 2268 TRSI,15621,516133
ME/1179-00,HR 2268 TRSI,15877,516177
ME/1193-00,HR 502,40195,516221
ME/1195-00,HR 2274 T30S,261,516259
ME/1197-00,HR 2280 T9S,54788,516303
ME/1206-00,HR 046,39683,516346
ME/1208-00,HR 2274 T27S,517,516384
ME/1230-00,HR 3122 RSI,54276,516428
ME/1230-01,HR 3122 RSI,54532,516471
ME/1231-00,HR 530,38659,516514
ME/1231-01,HR 530,38915,516552
ME/1332-00,HR 602,39171,516590
ME/1332-01,HR 602,39427,516628
ME/1382-00,HR 2267,55043,516666
ME/1395-00,HR 2270 V4,32516,516705
ME/1395-01,HR 2270 V4,32772,516747
ME/1402-00,HR 052,38403,516789
ME/1445-00,HR 236,41219,516827
ME/1446-00,HR 025,40451,516865
ME/1454-00,HR 236,41219,516903
ME/1477-00,HR 2266 R,19716,516941
ME/1541-00,HR 2274 T23S,65028,516982
ME/1543-00,HR 2280 T8S,53252,517026
ME/1545-00,HR 2274 T29S,2053,517069
ME/1553-00,HR 2274 T20S,65028,519234
ME/1554-00,HR 2280 T7S,53508,519278
ME/1558-00,HR 2274 T21S,1029,519321
ME/1559-00,HR 2274 T33S,2053,519365
ME/1569-00,HR 3112 TS,39684,519409
ME/1572-00,HR 2277 T9S,55556,519451
ME/1573-00,HR 3215,54019,519494
ME/1574-00,HR 2274 T35S,1797,519533
ME/1574-01,HR 2274 T35S,2053,519577
ME/1577-00,HR 2282 T1,32516,519621
ME/1586-00,HR 185,43523,519663
ME/1589-00,HR 2274 T26S,3333,519701
ME/1590-00,HR 0068 T3S,52996,519745
ME/1591-00,HR 2269 T10S,773,519788
ME/1593-00,HR 2274 T28S,2565,519832
ME/1703-00,HR 2282 T1,30212,519876
ME/1762-00,HR 2274 T25S,1285,519918
ME/1763-00,HR 631,41731,519962
ME/1809-00,HR 3118 TS,40452,520000
ME/1810-00,HR 2280 T11S,63236,520042
ME/1814-00,HR 2277 T8S,55044,520086
ME/1815-00,HR 2282 T2,31492,520129
ME/5000-00,HR 3615,52227,521266
ME/5000-01,HR 3615,52483,521305
ME/5001-00,HR 2070,50947,521344
ME/5002-00,HR 2041,50691,521383
ME/5003-00,HR 1161,51459,521422
ME/5004-00,HR 2075,52995,521461
ME/5004-01,HR 2075,53251,521500
ME/5005-01,HR 3616,54019,521539
ME/5006-00,HR 1162,52483,521578
ME/5007-00,HR 3518,54531,521617
ME/5009-00,HR 3610,53251,521656
ME/5011-00,HR 3513,51971,521695
ME/5011-01,HR 3513,52227,521734
ME/5012-00,HR 3523,52483,521773
ME/5013-00,HR 732/235,26116,521812
ME/5014-00,HR 1703,52483,521854
ME/5016-00,HR 5565,55555,521893
ME/5017-00,HR 3611,53251,521932
ME/5021-00,HR 5610,52227,521971
ME/5022-00,HR 5505,53251,522010
ME/5023-00,HR 3604,52995,522049
ME/5024-00,HR 2460,52995,522088
ME/5024-01,HR 2460,53251,522127
ME/5026-00,HR 3612,53507,522166
ME/5027-00,HR 2110,51715,522205
ME/5028-00,HR 3602,53763,524325
ME/5029-00,HR 3601,53763,524364
ME/5031-00,HR 2012,50691,524403
ME/5032-00,HR 2114,51715,524442
ME/5033-00,HR 3621,52995,524481
ME/5034-00,HR 2458,55043,524520
ME/5035-00,HR 2011,51459,524559
ME/5036-00,HR 2460,53763,524598
ME/5038-00,HR 2013,52739,524637
ME/5041-00,HR 2080/06,24836,524676
ME/5042-00,HR 2014,51715,524718
ME/5042-01,HR 2014,51971,524757
ME/5044-00,HR 1120,51459,524796
ME/5045-00,HR 51/01,64515,524835
ME/5045-01,HR 51/01,64771,524875
ME/5046-00,HR 1194,54787,524915
ME/5047-00,HR 3690,55811,524954
ME/5049-00,HR 3613,55043,524993
ME/5051-00,HR 3507,53763,525032
ME/5053-00,HR 3520,52995,525071
ME/5054-00,HR 5525,55043,525110
ME/5054-01,HR 5525,55299,525149
ME/5056-00,HR 1651,54531,525188
ME/5057-00,HR 2063/00,25348,525227
ME/5057-01,HR 2063/00,25604,525269
ME/5058-00,HR 1197,56350,527388
ME/5059-00,HR 2080/00,25604,527427
ME/5059-01,HR 2080/00,25860,527469
ME/5061-00,HR 2046,53251,527511
ME/5062-00,HR 2045,53251,527550
ME/5062-01,HR 2045,53507,527589
ME/5063-00,HR 6078,56067,527628
ME/5064-00,HR 6011,52995,527667
ME/5066-00,HR 1152,53763,527706
ME/5067-00,HR 2459,56835,527745
ME/5068-00,HR 2016,54275,527784
ME/5069-00,HR 2152,54787,527823
ME/5071-00,HR 3529,55299,527862
ME/5071-01,HR 3529,55555,527901
ME/5072-00,HR 2171,53507,527940
ME/5073-00,HR 2116,53507,527979
ME/5074-00,HR 3578,57091,528018
ME/5075-00,HR 3509,55811,528057
ME/5076-00,HR 3583,56579,528096
ME/5076-01,HR 3583,56835,528135
ME/5077-00,HR 3120,53507,528174
ME/5077-01,HR 3120,53763,528213
ME/5079-00,HR 2017,55043,528252
ME/5080-00,HR 1622,53251,528291
ME/5081-00,HR 3501,52995,528330
ME/5082-01,HR 5126,54787,528437
ME/5083-00,HR 3503,54019,528476
ME/5084-00,HR 3609,56067,528515
ME/5086-00,HR 2080/15,27140,528554
ME/5087-00,HR 2121,53763,528596
ME/5088-00,HR 1123,54275,528635
ME/5089-00,HR 2141,54787,528674
ME/5090-00,HR 1490,54275,528713
ME/5092-00,HR 1481,54787,528752
ME/5093-00,HR 1610,53507,528791
ME/5094-00,HR 6059,56835,528830
ME/5095-00,HR 3505,55299,528869
ME/5096-00,HR 3508,56323,528908
ME/5160-00,HR 3534,54019,528947
ME/5165-00,HR 3535,55555,528986
ME/5167-00,HR 3542,55555,529025
ME/5171-00,HR 1121,51971,529064
ME/5172-00,HR 1122,52483,529103
ME/5172-01,HR 1122,52739,529142
ME/5180-00,HR 5126,54275,529181
ME/5210-00,HR 2181,52227,529220
ME/5210-01,HR 2181,52483,529259
ME/5215-00,HR 3682,55299,529298
ME/5215-01,HR 3682,55555,529337
ME/5218-00,HR 1602,53507,529376
ME/5220-00,HR 2175,53251,531493
ME/5222-00,HR 3512,52739,531532
ME/5223-00,HR 2051,52227,531571
ME/5226-00,HR 1603,53507,531610
ME/5228-00,HR 3658,57091,531649
ME/5230-00,HR 2080/10,23556,531688
ME/5230-01,HR 2080/10,23812,531730
ME/5235-00,HR 1627,55043,531772
ME/5240-00,HR 2080/20,24068,531811
ME/5241-00,HR 3504,53251,531853
ME/5243-00,HR 1101,51459,531892
ME/5246-00,HR 2063/02,25860,531931
ME/5246-01,HR 2063/02,26116,531973
ME/5247-00,HR 1100,52227,532015
ME/5248-00,HR 2458,56835,532054
ME/5250-00,HR 1177,54275,532093
ME/5250-01,HR 1177,54531,532132
ME/5251-00,HR 1153,52995,532171
ME/5251-01,HR 1153,53251,532210
ME/5252-00,HR 1117,53251,532249
ME/5252-01,HR 1117,53507,532288
ME/5253-00,HR 1150,52739,532327
ME/5253-01,HR 1150,52995,532366
ME/5261-00,HR 3502,53251,532405
ME/5265-00,HR 3511,54275,532444
ME/5270-00,HR 3515,54275,533541
ME/5272-00,HR 6077,56323,533580
ME/5274-00,HR 6012,54019,533619
ME/5276-00,HR 2031/22,25860,533658
ME/5276-01,HR 2031/22,26116,533700
ME/5280-00,HR 2053,53507,533742
ME/5282-00,HR 2057,55043,533781
ME/5287-00,HR 2461,56067,533820
ME/5287-01,HR 2461,56323,533859
ME/5288-00,HR 2450,55811,533898
ME/5288-01,HR 2450,56067,533937
ME/5289-00,HR 2445,57091,533976
ME/5290-00,HR 2440,53763,534015
ME/5290-01,HR 2440,54019,534054
ME/5291-00,HR 6311,54275,534093
ME/5291-01,HR 6311,54531,534132
ME/5292-00,HR 6310,54275,534171
ME/5292-01,HR 6310,54531,534210
ME/5293-00,HR 2467,56835,534249
ME/5294-00,HR 2155,55555,534288
ME/5295-00,HR 2111,53763,534327
ME/5296-00,HR 6312,55811,534366
ME/5298-00,HR 3571,57347,534405
ME/5299-00,HR 1160,55555,534444
ME/5300-00,HR 2105,51203,534483
ME/5305-00,HR 5163,54275,535614
ME/5306-00,HR 5157,55299,535653
ME/5307-00,HR 3522,54019,535692
ME/5308-00,HR 1165,54531,535731
ME/5310-00,HR 2115,51715,535770
ME/5315-00,HR 5525,55043,535809
ME/5317-00,HR 1127,54019,535848
ME/5318-00,HR 3583,56323,535887
ME/5319-00,HR 1624,55043,535926
ME/5325-00,HR 2082,54019,535965
ME/5327-00,HR 2169,56067,536004
ME/5331-00,HR 3605,53763,536043
ME/5332-00,HR 1601,52483,536082
ME/5333-00,HR 1606,54019,536121
ME/5335-00,HR 1629,55811,536160
ME/5337-00,HR 1632,54787,536199
ME/5338-00,HR 1633,55299,536238
ME/5339-00,HR 1621,54787,536277
ME/5340-00,HR 1623,53251,536316
ME/5341-00,HR 3657,55811,536355
ME/5341-01,HR 3657,56067,536394
ME/5344-00,HR 6052,54531,536433
ME/5345-00,HR 6030,53763,536472
ME/5346-00,HR 3519,56323,536511
ME/5349-00,HR 3516,56323,537637
ME/5400-00,HR 6320,52227,537676
ME/5401-00,HR 6301,52227,537715
ME/5402-00,HR 6300,52227,537754
ME/5403-00,HR 6040,52739,537793
ME/5404-00,HR 6313,53763,537832
ME/5405-00,HR 6314,54275,537871
ME/5406-00,HR 6322,54275,537910
ME/5923-00,HR 2161,54531,537949
ME/5923-01,HR 2161,54787,537988
ME/5926-00,HR 2151,55043,538027
ME/5928-00,HR 3530,56067,538066
ME/5928-01,HR 3530,56323,538105
ME/5929-00,HR 7301,56323,538144
ME/5929-01,HR 7301,56579,538183
ME/5930-00,HR 7305,55299,538222
ME/5930-01,HR 7305,55555,538261
ME/5931-00,HR 6018,55555,538300
ME/5932-00,HR 6044,55555,538339
ME/5934-00,HR 7306,56579,538378
ME/5934-01,HR 7306,56835,538417
ME/5935-00,HR 7302,55811,538456
ME/5935-01,HR 7302,56067,538495
ME/5936-00,HR 6042,56067,538534
ME/5937-00,HR 6041,56067,538573
ME/5939-00,HR 6321,56835,541752
ME/5940-00,HR 2018,54531,541791
ME/5941-00,HR 2019,55043,541830
ME/5942-00,HR 3769,58627,541869
ME/5943-00,HR 5701,55811,541908
ME/5944-00,HR 5702,56323,541947
ME/5945-00,HR 6050,55811,541986
ME/5946-00,HR 6081,57091,542025
ME/5949-00,HR 6009,57859,542064
ME/5950-00,HR 6045,55811,542103
ME/5951-00,HR 3643,56323,542142
ME/5952-00,HR 5571,57091,542181
ME/5953-00,HR 3645,57347,542220
ME/5954-00,HR 6043,56323,542259
ME/5955-00,HR 6020,55299,542298
ME/5956-00,HR 6024,56579,542337
ME/5957-00,HR 5638,59395,542376
ME/5958-00,HR 5642,58371,542415
ME/5958-01,HR 5642,58627,542454
ME/5961-00,HR 3670,56579,542493
ME/5963-00,HR 6080,56579,542532
ME/5964-00,HR 1101,54019,542571
ME/5964-01,HR 1101,54275,542610
ME/5965-00,HR 1198,58371,542649
ME/5966-00,HR 7055,58115,542688
ME/5967-00,HR 7054,58115,543781
ME/5968-00,HR 3589,60675,543820
ME/5970-00,HR 6098,58371,543859
ME/5973-00,HR 6053,56835,543898
ME/5974-00,HR 7541,57859,543937
ME/5975-00,HR 1135,56323,543976
ME/5976-00,HR 1147,57347,544015
ME/5977-00,HR 3697,60675,544054
ME/5978-00,HR 721/213,29700,544093
ME/5985-00,HR 3679,60419,544135
ME/5986-00,HR 3774,59651,544174
ME/5987-00,HR 3627,59139,544213
ME/5988-00,HR 6129,59395,544252
ME/5989-00,HR 6071,58627,544291
ME/5990-00,HR 6142,56323,544330
ME/5991-00,HR 6003,55555,544369
ME/5992-00,HR 6005,56323,544408
ME/5994-00,HR 6094,58883,544447
ME/5996-00,HR 6039,59139,544486
ME/5997-00,HR 6163,58883,544525
ME/5997-01,HR 7070,58627,544564
ME/5998-00,HR 6156,59651,544603
ME/5999-00,HR 7035,59139,544642
ME/6000-00,HR 7042,51971,544681
ME/6001-00,HR 7315,52995,544720
ME/6003-00,HR 7311,52483,545851
ME/6004-00,HR 7018,53763,545890
ME/6005-00,HR 6130,52483,545929
ME/6006-00,HR 6061,53507,545968
ME/6007-00,HR 7080,54275,546007
ME/6008-00,HR 7058,55811,546046
ME/6009-00,HR 7037,55299,546085
ME/6010-00,HR 7093,53763,546124
ME/6011-00,HR 7092,53763,546163
ME/6012-00,HR 7073,53763,546202
ME/6013-00,HR 7069,55299,546241
ME/6014-00,HR 6019,54019,546280
ME/6016-00,HR 6152,54019,546319
ME/6017-00,HR 7066,55555,546358
ME/6018-00,HR 7007,54531,546397
ME/6019-00,HR 7072,55299,546436
ME/6020-00,HR 7031,51971,546475
ME/6021-00,HR 7074,54019,546514
ME/6022-00,HR 7068,55043,546553
ME/6023-00,HR 7116,53763,546592
ME/6024-00,HR 7063,54275,546631
ME/6025-00,HR 7065,55043,546670
ME/6026-00,HR 7016,54275,546709
ME/6027-00,HR 7087,56579,546748
ME/6028-00,HR 6096,56579,546787
ME/6029-00,HR 7314,55299,549925
ME/6030-00,HR 7060,52739,549964
ME/6031-00,HR 7027,53763,550003
ME/6032-00,HR 7028,54275,550042
ME/6033-00,HR 7081,54275,550081
ME/6034-00,HR 7059,55811,550120
ME/6035-00,HR 7053,54531,550159
ME/6036-00,HR 7052,54531,550198
ME/6037-00,HR 7088,57091,550237
ME/6038-00,HR 7005,54531,550276
ME/6039-00,HR 7067,56835,550315
ME/6041-00,HR 7078,55555,550354
ME/6042-00,HR 6121,52739,550393
ME/6043-00,HR 6122,53251,550432
ME/6044-00,HR 7071,54531,550471
ME/6045-00,HR 6068,56067,550510
ME/6046-00,HR 6072,55043,550549
ME/6047-00,HR 7090,55555,550588
ME/6048-00,HR 6120,54019,550627
ME/6049-00,HR 7115,55555,550666
ME/6050-00,HR 7079,55811,550705
ME/6051-00,HR 7085,55299,550744
ME/6052-00,HR 7086,55811,550783
ME/6060-00,HR 6155,54531,550822
ME/6061-00,HR 2063/03,25092,550861
ME/6063-00,HR 6315,54787,550971
ME/6064-00,HR 3634,55299,551010
ME/6066-00,HR 6212,54531,551049
ME/6067-00,HR 1145,54787,551088
ME/6068-00,HR 7041,55299,551127
ME/6068-90,HR 7041,57603,551166
ME/6069-00,HR 7112,55299,551205
ME/6070-00,HR 6141,53507,551244
ME/6071-00,HR 6140,53507,551283
ME/6072-00,HR 7503,54787,551322
ME/6073-00,HR 3652,55299,551361
ME/6075-00,HR 6375,57091,551400
ME/6075-10,HR 7494,58115,551439
ME/6075-15,HR 7456,58883,551478
ME/6075-20,HR 7491,57603,551517
ME/6076-00,HR 6089,57859,551556
ME/6077-00,HR 6057,56835,551595
ME/6078-00,HR 6113,55299,551634
ME/6079-00,HR 6062,56323,551673
ME/6080-00,HR 7113,53763,551712
ME/6081-00,HR 7114,54275,551751
ME/6082-00,HR 7130,54019,551790
ME/6083-00,HR 6153,55299,551829
ME/6084-00,HR 6311,54531,551868
ME/6085-00,HR 6311,54787,551907
ME/6086-00,HR 6310,54787,554021
ME/6087-00,HR 6385,58115,554060
ME/6088-00,HR 6302,55555,554099
ME/6089-00,HR 6304,56323,554138
ME/6090-00,HR 6305,54531,554177
ME/6091-00,HR 6307,55299,554216
ME/6092-00,HR 6308,55811,554255
ME/6093-00,HR 6309,56323,554294
ME/6094-00,HR 6316,56067,554333
ME/6095-00,HR 6306,56067,554372
ME/6096-00,HR 6032,55299,554411
ME/6097-00,HR 6154,56835,554450
ME/6098-00,HR 6150,56067,554489
ME/6099-00,HR 6060,56323,554528
ME/6100-00,HR 6149,54019,554567
ME/6101-00,HR 6119,53507,554606
ME/6102-00,HR 3650,52995,554645
ME/6103-00,HR 3651,53507,554684
ME/6104-00,HR 6067,54787,554723
ME/6105-00,HR 6075,54787,554762
ME/6106-00,HR 5703,54275,554801
ME/6107-00,HR 3607,54787,554840
ME/6108-00,HR 3608,55299,554879
ME/6109-00,HR 6165,55811,554918
ME/6110-00,HR 7134,52995,554957
ME/6113-00,HR 6214,53251,557113
ME/6114-00,HR 7524,54787,557152
ME/6115-00,HR 6236,54787,557191
ME/6118-00,HR 6410,54019,557230
ME/6119-00,HR 6411,54531,557269
ME/6120-00,HR 6409,54275,557308
ME/6121-00,HR 6404,53251,557347
ME/6123-00,HR 6414,54019,557386
ME/6124-00,HR 6407,54787,557425
ME/6125-00,HR 6412,54019,557464
ME/6126-00,HR 6405,54787,557503
ME/6127-00,HR 6413,54787,557542
ME/6128-00,HR 7404,55299,557581
ME/6129-00,HR 7405,55811,557620
ME/6131-00,HR 6408,54531,557659
ME/6132-00,HR 7407,54787,557698
ME/6133-00,HR 7406,54787,557737
ME/6135-00,HR 6400,53507,557776
ME/6136-00,HR 7408,56067,557815
ME/6137-00,HR 7413,55299,557854
ME/6138-00,HR 7403,55299,557893
ME/6143-00,HR 7050,53763,557932
ME/6147-00,HR 7753,57347,557971
ME/6148-00,HR 8050,55299,558010
ME/6149-00,HR 7812,56835,558049
ME/6150-00,HR 7759,57347,558117
ME/6152-00,HR 6396,56835,558156
ME/6153-00,HR 7847,57603,558195
ME/6154-00,HR 7761,56579,558234
ME/6155-00,HR 7756,57859,558273
ME/6156-00,HR 7846,58115,558312
ME/6157-00,HR 7851,57347,558351
ME/6158-00,HR 7807,57859,558390
ME/6159-00,HR 7760,57603,558429
ME/6168-00,HR 7855,58883,558468
ME/6169-00,HR 7861,58371,558507
ME/6170-00,HR 7773,56835,558546
ME/6171-00,HR 7763,56835,558585
ME/6172-00,HR 7720,55299,558624
ME/6173-00,HR 7723,56323,558663
ME/6174-00,HR 7822,56579,558702
ME/6175-00,HR 7519,57603,558741
ME/6176-00,HR 7854,58371,558780
ME/6178-00,HR 6190,56835,558819
ME/6179-00,HR 7132,56323,558858
ME/6180-00,HR 7135,55043,558897
ME/6181-00,HR 7768,58371,558936
ME/6182-00,HR 7136,55811,558975
ME/6189-00,HR 8308,58115,559014
ME/6190-00,HR 8308,56067,559053
ME/6198-00,HR 6451,57347,561208
ME/6200-00,HR 7108,53251,561247
ME/6201-00,HR 7518,54787,561286
ME/6203-00,HR 3628,54787,561325
ME/6212-00,HR 6137,54275,561364
ME/6217-00,HR 6143,54787,561403
ME/6218-00,HR 6267,56835,561442
ME/6224-00,HR 7624,55555,561481
ME/6225-00,HR 7624,55811,561520
ME/6228-00,HR 7875,58627,561559
ME/6231-00,HR 7874,56835,561598
ME/6232-00,HR 6212,53251,561637
ME/6234-00,HR 5715,55555,561676
ME/6235-00,HR 6144,55043,561715
ME/6236-00,HR 6181,55555,561754
ME/6237-00,HR 6157,56579,561793
ME/6238-00,HR 6182,56323,561832
ME/6239-00,HR 6159,57603,561871
ME/6240-00,HR 7312,53507,561910
ME/6241-00,HR 7342,54531,561949
ME/6242-00,HR 7201,53251,561988
ME/6243-00,HR 6365,56067,562027
ME/6244-00,HR 7296,57347,562066
ME/6245-00,HR 6204,54531,562105
ME/6246-00,HR 6242,55299,562144
ME/6247-00,HR 7520,55555,563237
ME/6248-00,HR 7550,56579,563276
ME/6249-00,HR 7190,11012,563315
ME/6250-00,HR 6192,55043,563355
ME/6251-00,HR 6160,54019,563394
ME/6252-00,HR 6175,55811,563433
ME/6254-00,HR 6211,54019,563472
ME/6255-00,HR 6174,56323,563511
ME/6256-00,HR 6132,55043,563550
ME/6257-00,HR 5668,58627,563589
ME/6258-00,HR 1124,54531,563628
ME/6259-00,HR 6255,57347,563667
ME/6260-00,HR 6170,54275,563706
ME/6261-00,HR 7035,54787,563745
ME/6262-00,HR 6403,54531,563784
ME/6263-00,HR 7472,56579,563823
ME/6264-00,HR 7472,56835,563862
ME/6265-00,HR 7032,55043,563901
ME/6266-00,HR 6239,57347,563940
ME/6267-00,HR 6402,55555,563979
ME/6268-00,HR 7414,56835,564018
ME/6269-00,HR 7004,55811,564057
ME/6271-00,HR 5705,55555,564096
ME/6272-00,HR 5707,56323,564135
ME/6273-00,HR 7630,55811,564174
ME/6276-00,HR 7455,57859,565305
ME/6277-00,HR 7025,10500,565344
ME/6278-00,HR 7107,11012,565384
ME/6280-00,HR 6501,54275,565424
ME/6281-00,HR 6203,54275,565463
ME/6282-00,HR 7140,54787,565502
ME/6284-00,HR 6282,56835,565541
ME/6285-00,HR 6277,58115,565580
ME/6286-00,HR 7752,58115,565619
ME/6287-00,HR 7758,59907,565658
ME/6289-00,HR 6288,59651,565697
ME/6290-00,HR 7091,9988,565736
ME/6291-00,HR 6291,56323,565776
ME/6292-00,HR 6289,58371,565815
ME/6293-00,HR 6270,56067,565854
ME/6294-00,HR 7296,58627,565893
ME/6295-00,HR 7532,57091,565932
ME/6296-00,HR 7197,59139,565971
ME/6299-00,HR 6245,58115,566010
ME/6300-00,HR 5709,54787,566049
ME/6301-00,HR 7549,56067,566088
ME/6302-00,HR 7462,54787,566127
ME/6303-00,HR 6158,55299,566166
ME/6304-00,HR 6145,54531,566205
ME/6305-00,HR 7156,55555,566244
ME/6306-00,HR 7125,54787,568357
ME/6307-00,HR 7082,55555,568396
ME/6308-00,HR 7152,55299,568435
ME/6309-00,HR 6173,56067,568474
ME/6310-00,HR 7452,54275,568513
ME/6311-00,HR 7451,54275,568552
ME/6314-00,HR 7026,54531,568591
ME/6315-00,HR 5708,56067,568630
ME/6316-00,HR 6051,54275,568669
ME/6317-00,HR 6178,57091,568708
ME/6318-00,HR 7462,56579,568747
ME/6319-00,HR 6634,56835,568786
ME/6320-00,HR 7128,54531,568825
ME/6322-00,HR 6453,55043,568864
ME/6323-00,HR 7538,56579,568903
ME/6324-00,HR 6223,54275,568942
ME/6325-00,HR 6167,56323,568981
ME/6326-00,HR 6253,55555,569020
ME/6327-00,HR 6224,55299,569059
ME/6328-00,HR 6256,56835,569098
ME/6329-00,HR 7689,59907,569137
ME/6331-00,HR 5646,55811,569176
ME/6332-00,HR 5645,55811,569215
ME/6333-00,HR 7527,56323,569254
ME/6334-00,HR 6216,55043,569293
ME/6336-00,HR 6206,9476,569400
ME/6337-00,HR 7505,56323,569440
ME/6338-00,HR 7506,11012,569479
ME/6339-00,HR 7062,56323,569519
ME/6340-00,HR 6248,55555,569558
ME/6341-00,HR 7065,55299,569597
ME/6342-00,HR 6292,55811,569636
ME/6344-00,HR 7587,58371,569675
ME/6345-00,HR 6204,54787,569714
ME/6347-00,HR 6386,58115,569753
ME/6348-00,HR 6088,58115,569792
ME/6349-00,HR 6468,58883,569831
ME/6350-00,HR 6358,56323,569870
ME/6351-00,HR 6260,54531,569909
ME/6352-00,HR 7172,55555,569948
ME/6353-00,HR 7463,56579,569987
ME/6354-00,HR 7401,54787,570026
ME/6355-00,HR 7460,56323,570065
ME/6357-00,HR 7736,58371,570104
ME/6358-00,HR 7488,59651,570143
ME/6359-00,HR 6260,56579,570182
ME/6360-00,HR 6272,55299,570221
ME/6361-00,HR 5717,56323,570260
ME/6362-00,HR 7823,56579,570299
ME/6363-00,HR 5713,55811,570338
ME/6364-00,HR 6284,57091,572453
ME/6365-00,HR 7173,56835,572492
ME/6366-00,HR 6179,58371,572531
ME/6367-00,HR 7800,56579,572570
ME/6368-00,HR 8364,58371,572609
ME/6369-00,HR 6278,59139,572648
ME/6370-00,HR 6295,56835,572687
ME/6371-00,HR 7214,55043,572726
ME/6372-00,HR 7230,54787,572765
ME/6373-00,HR 7521,55811,572804
